data,talhao,cultura,loc,solo,precipitacao,temperatura,graus_dia,evapotranspiracao,coeficiente_cultura,umidade_solo,agua_disponivel,irrigacao_aplicada,estagio_fenologico,estresse_hidrico,produtividade
2027/02/24,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,24,36,18,3.8,1.03,79,106,20,V5,baixo,3477
2027/02/25,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,19,26,29,5.6,0.73,19,45,2,R5,alto,2487
2027/02/26,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,25,31,30,7.1,0.81,19,125,19,R4,moderado,2849
2027/02/27,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,5,32,19,4.2,1.08,28,45,30,R1,moderado,2565
2027/02/28,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,34,31,30,3.7,1.05,66,31,14,R5,moderado,3746
2027/03/01,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,34,35,21,3.7,1.05,75,118,27,R3,baixo,2990
2027/03/02,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,7,28,26,3.0,0.7,15,80,26,R3,moderado,2293
2027/03/03,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,32,33,20,7.2,1.02,52,49,25,V3,moderado,4250
2027/03/04,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,31,24,30,2.6,0.98,84,33,30,R4,moderado,4413
2027/03/05,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,28,30,7.0,1.07,69,116,31,R3,baixo,2340
2027/03/06,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,16,34,26,6.6,0.72,70,33,26,R2,moderado,3677
2027/03/07,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,29,23,4.5,0.8,19,56,27,R5,moderado,2773
2027/03/08,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,15,35,19,3.0,0.91,51,71,31,R1,moderado,4165
2027/03/09,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,4,30,22,5.7,1.12,75,125,1,R3,baixo,2761
2027/03/10,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,37,23,7.5,1.03,30,47,34,R1,alto,4379
2027/03/11,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,9,37,24,6.1,1.1,57,36,12,R2,moderado,3238
2027/03/12,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,9,25,25,3.8,0.85,68,43,13,V4,moderado,2957
2027/03/13,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,24,38,19,5.5,0.92,51,61,21,R1,moderado,2770
2027/03/14,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,25,33,24,7.0,1.0,21,34,33,R2,alto,3976
2027/03/15,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,30,24,3.0,0.73,76,97,19,R3,baixo,3098
2027/03/16,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,6,30,19,7.3,0.83,28,120,13,V4,moderado,2398
2027/03/17,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,7,30,22,7.4,0.88,15,46,4,R5,alto,4518
2027/03/18,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,26,18,7.1,1.05,36,27,34,R3,alto,3077
2027/03/19,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,30,38,28,2.8,0.96,65,61,23,V3,moderado,4035
2027/03/20,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,22,27,27,5.0,0.89,21,54,30,V5,moderado,2742
2027/03/21,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,18,25,29,3.5,1.09,30,73,5,R3,moderado,3254
2027/03/22,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,39,25,6.9,0.97,85,93,35,R2,baixo,3294
2027/03/23,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,35,30,21,5.8,0.89,30,40,11,R2,alto,2505
2027/03/24,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,33,30,25,7.3,1.04,22,92,26,R2,moderado,2322
2027/03/25,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,10,31,20,3.9,0.91,46,59,28,R5,moderado,3929
2027/03/26,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,12,24,16,4.2,1.07,73,22,28,R4,moderado,2733
2027/03/27,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,30,29,29,6.0,0.93,31,50,26,V4,alto,3972
2027/03/28,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,26,27,29,3.8,0.89,25,95,27,R1,moderado,3713
2027/03/29,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,5,39,29,4.7,0.81,50,114,34,R2,moderado,2202
2027/03/30,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,21,36,22,6.9,0.85,65,33,1,R1,moderado,3670
2027/03/31,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,23,37,18,5.4,1.13,18,39,7,R2,alto,3158
2027/04/01,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,6,27,22,4.7,0.83,27,129,4,R4,moderado,2816
2027/04/02,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,18,32,27,7.5,1.14,66,96,10,V5,baixo,3775
2027/04/03,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,18,27,16,6.9,0.71,40,98,7,V4,moderado,2734
2027/04/04,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,24,24,19,6.8,0.91,66,20,7,V3,moderado,2406
2027/04/05,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,8,27,30,6.6,0.9,83,87,20,R3,baixo,3881
2027/04/06,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,12,39,27,5.1,0.85,49,26,1,V5,moderado,3142
2027/04/07,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,10,25,30,3.1,0.96,24,78,26,V3,moderado,3239
2027/04/08,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,19,37,26,6.3,0.96,21,114,27,R2,moderado,3339
2027/04/09,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,12,25,29,6.3,0.79,77,71,29,V4,moderado,4000
2027/04/10,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,24,20,5.1,0.84,48,119,0,R4,moderado,3634
2027/04/11,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,27,32,19,5.8,1.04,42,119,1,V4,moderado,3527
2027/04/12,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,33,28,3.4,0.77,56,33,14,R3,moderado,2697
2027/04/13,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,34,37,16,3.8,0.79,21,82,34,R2,moderado,2381
2027/04/14,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,25,39,21,3.5,1.17,55,23,30,V3,moderado,2445
2027/04/15,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,12,24,22,6.6,0.74,50,71,5,R3,moderado,2607
2027/04/16,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,31,38,20,6.6,0.86,64,53,10,R2,moderado,2289
2027/04/17,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,8,24,24,4.7,0.89,81,128,16,V5,baixo,3347
2027/04/18,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,17,27,22,7.4,0.72,64,122,2,V5,baixo,4297
2027/04/19,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,14,33,17,6.6,1.07,62,45,28,R5,moderado,4160
2027/04/20,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,35,32,26,6.9,1.16,52,40,11,R2,moderado,3219
2027/04/21,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,27,39,16,6.6,0.97,70,105,10,R1,baixo,3216
2027/04/22,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,3,28,25,4.5,0.79,28,39,22,R4,moderado,2987
2027/04/23,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,34,26,3.5,1.0,80,81,6,V3,moderado,3785
2027/04/24,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,38,29,6.0,0.73,43,76,7,R5,moderado,3415
2027/04/25,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,5,24,16,2.6,0.98,79,35,13,R5,moderado,4396
2027/04/26,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,18,39,19,3.2,1.09,50,87,31,R4,moderado,4179
2027/04/27,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,11,27,16,6.8,1.18,84,30,26,R1,moderado,3216
2027/04/28,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,27,37,17,6.4,1.16,59,62,0,R2,moderado,3814
2027/04/29,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,30,25,4.4,0.86,25,125,4,V3,moderado,4281
2027/04/30,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,34,28,26,6.7,0.89,16,118,6,V5,moderado,3722
2027/05/01,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,10,37,25,4.3,0.84,85,129,22,R5,baixo,2226
2027/05/02,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,18,24,19,4.2,1.17,61,51,24,V5,moderado,2699
2027/05/03,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,3,28,26,4.8,0.82,60,30,13,V3,moderado,4104
2027/05/04,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,24,31,24,3.6,1.19,31,28,17,R4,moderado,3684
2027/05/05,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,27,29,7.3,1.0,46,128,25,V3,moderado,3945
2027/05/06,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,24,36,25,5.9,0.75,50,64,28,R1,moderado,4580
2027/05/07,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,0,37,17,4.8,1.1,39,123,32,R4,moderado,3857
2027/05/08,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,39,16,7.3,1.09,15,91,18,R4,moderado,2257
2027/05/09,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,7,33,18,7.1,1.0,33,116,9,R3,moderado,2840
2027/05/10,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,19,28,23,3.6,1.07,37,45,14,R2,moderado,4338
2027/05/11,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,6,35,19,4.4,0.94,84,84,16,V3,moderado,3438
2027/05/12,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,11,32,29,5.9,0.91,33,72,22,V5,moderado,2353
2027/05/13,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,29,36,18,6.2,0.91,20,98,27,V4,moderado,3992
2027/05/14,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,28,37,29,3.8,0.83,22,26,1,R5,moderado,3048
2027/05/15,Talhao_01,soja,Brasil_MT_Jaciara,argiloso,13,24,24,7.3,0.72,27,102,24,V5,moderado,2585
